order_id,customer_id,order_date,pincode,courier_id,seller_id,product_category,order_value,cod_amount,payment_type,is_first_order,address_verified,order_status,rto,synthetic_rto_probability,scenario
ORD-10142,CUST-100,2026-08-05,560068,C01,SELLER-01,Grocery,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10143,CUST-047,2026-08-15,560001,C03,SELLER-04,Mobile_Accessories,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10144,CUST-008,2026-07-28,560076,C03,SELLER-06,Electronics,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10145,CUST-068,2026-06-11,560015,C04,SELLER-03,Beauty,3999,3999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10146,CUST-095,2026-08-30,560002,C03,SELLER-04,Electronics,999,999,COD,False,True,DELIVERED,0,0.0247,NORMAL
ORD-10147,CUST-094,2026-06-08,560017,C04,SELLER-05,Grocery,2499,2499,COD,False,True,DELIVERED,0,0.0685,NORMAL
ORD-10148,CUST-013,2026-06-17,560012,C01,SELLER-05,Mobile_Accessories,3999,3999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10149,CUST-052,2026-07-23,560013,C04,SELLER-03,Mobile_Accessories,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10150,CUST-045,2026-07-16,560017,C03,SELLER-02,Footwear,599,599,COD,False,True,DELIVERED,0,0.0338,NORMAL
ORD-10151,CUST-083,2026-07-06,560068,C03,SELLER-02,Fashion,1499,1499,COD,False,True,DELIVERED,0,0.0727,NORMAL
ORD-10152,CUST-035,2026-07-18,560100,C04,SELLER-06,Grocery,799,799,COD,False,True,RTO,1,0.046,NORMAL
ORD-10153,CUST-085,2026-06-12,560012,C07,SELLER-01,Kitchen,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10154,CUST-049,2026-08-09,560017,C02,SELLER-10,Beauty,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10155,CUST-003,2026-07-12,560003,C02,SELLER-06,Mobile_Accessories,3999,3999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10156,CUST-002,2026-08-18,560005,C04,SELLER-08,Mobile_Accessories,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10157,CUST-009,2026-06-16,560012,C04,SELLER-04,Kitchen,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10158,CUST-013,2026-08-19,560017,C04,SELLER-05,Fashion,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10159,CUST-052,2026-06-16,560100,C03,SELLER-04,Grocery,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10160,CUST-005,2026-08-12,560006,C04,SELLER-06,Mobile_Accessories,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10161,CUST-057,2026-07-24,560010,C02,SELLER-06,Beauty,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10162,CUST-100,2026-07-28,560005,C02,SELLER-06,Electronics,1999,1999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10163,CUST-053,2026-07-05,560068,C02,SELLER-02,Fashion,2999,2999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10164,CUST-073,2026-06-12,560016,C07,SELLER-10,Footwear,1799,1799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10165,CUST-037,2026-06-17,560003,C04,SELLER-06,Sports,1999,1999,COD,False,True,DELIVERED,0,0.0275,NORMAL
ORD-10166,CUST-079,2026-09-01,560076,C02,SELLER-09,Footwear,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10167,CUST-084,2026-07-06,560017,C02,SELLER-03,Beauty,1299,1299,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10168,CUST-015,2026-08-05,560017,C03,SELLER-04,Kitchen,599,599,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10169,CUST-023,2026-08-06,560010,C07,SELLER-09,Fashion,2499,2499,COD,False,True,RTO,1,0.3805,NORMAL
ORD-10170,CUST-095,2026-07-07,560005,C02,SELLER-10,Personal_Care,3999,3999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10171,CUST-060,2026-08-07,560001,C01,SELLER-05,Personal_Care,399,399,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10172,CUST-060,2026-08-06,560100,C01,SELLER-05,Sports,1999,1999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10173,CUST-054,2026-06-20,560013,C03,SELLER-01,Fashion,1999,1999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10174,CUST-054,2026-08-27,560007,C03,SELLER-06,Beauty,2999,2999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10175,CUST-075,2026-07-29,560012,C04,SELLER-09,Mobile_Accessories,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10176,CUST-019,2026-06-14,560004,C03,SELLER-03,Home,1999,1999,COD,False,False,RTO,1,0.5347,NORMAL
ORD-10177,CUST-096,2026-07-31,560100,C04,SELLER-06,Beauty,999,999,COD,False,True,DELIVERED,0,0.0693,NORMAL
ORD-10178,CUST-013,2026-08-29,560006,C04,SELLER-08,Grocery,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10179,CUST-002,2026-07-31,560013,C07,SELLER-04,Home,1999,1999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10180,CUST-004,2026-07-27,560016,C07,SELLER-05,Grocery,3999,3999,COD,False,True,RTO,1,0.02,NORMAL
ORD-10181,CUST-008,2026-07-10,560005,C03,SELLER-07,Mobile_Accessories,4999,4999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10182,CUST-004,2026-06-12,560068,C02,SELLER-05,Sports,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10183,CUST-052,2026-06-17,560068,C03,SELLER-02,Personal_Care,2999,2999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10184,CUST-047,2026-08-02,560011,C07,SELLER-04,Beauty,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10185,CUST-055,2026-07-25,560002,C01,SELLER-08,Mobile_Accessories,799,799,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10186,CUST-062,2026-06-20,560017,C02,SELLER-06,Personal_Care,1499,1499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10187,CUST-063,2026-07-26,560010,C07,SELLER-09,Sports,1499,1499,COD,False,False,DELIVERED,0,0.1818,NORMAL
ORD-10188,CUST-059,2026-07-15,560016,C01,SELLER-02,Mobile_Accessories,1499,1499,COD,False,False,DELIVERED,0,0.1484,NORMAL
ORD-10189,CUST-081,2026-07-31,560001,C07,SELLER-10,Kitchen,1999,1999,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10190,CUST-004,2026-06-19,560016,C02,SELLER-07,Personal_Care,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10191,CUST-019,2026-07-05,560076,C01,SELLER-08,Electronics,999,999,COD,False,False,RTO,1,0.6117,NORMAL
ORD-10192,CUST-049,2026-08-28,560007,C04,SELLER-08,Personal_Care,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10193,CUST-074,2026-08-08,560005,C07,SELLER-06,Sports,999,999,COD,False,True,DELIVERED,0,0.0396,NORMAL
ORD-10194,CUST-047,2026-07-09,560006,C04,SELLER-09,Mobile_Accessories,2499,2499,COD,False,True,DELIVERED,0,0.02,NORMAL
ORD-10195,CUST-085,2026-07-02,560009,C07,SELLER-04,Home,1999,1999,COD,False,True,DELIVERED,0,0.02,NORMAL
